id,doc_number,staff_id,period,period_label,date,gross_pay,employee_taxes,benefits,net_pay
PC-2026-11-5003,PAY-2026-2418,staff-customer-success-9,2026-11,2026-11 2nd half,2026-11-30,3075.00,604.24,251.90,2218.86
PC-2026-12-5004,PAY-2026-2419,staff-customer-success-9,2026-12,2026-12 1st half,2026-12-15,4920.00,966.78,403.05,3550.17
PC-2026-12-5005,PAY-2026-2420,staff-customer-success-9,2026-12,2026-12 2nd half,2026-12-31,4920.00,966.78,403.05,3550.17
PC-2026-06-5006,PAY-2026-2421,staff-customer-success-10,2026-06,2026-06 1st half,2026-06-15,5695.83,1688.81,445.02,3562.00
PC-2026-06-5007,PAY-2026-2422,staff-customer-success-10,2026-06,2026-06 2nd half,2026-06-30,5695.84,1688.81,445.02,3562.01
PC-2026-07-5008,PAY-2026-2423,staff-customer-success-10,2026-07,2026-07 1st half,2026-07-15,5695.83,1688.81,445.02,3562.00
PC-2026-07-5009,PAY-2026-2424,staff-customer-success-10,2026-07,2026-07 2nd half,2026-07-31,5695.84,1688.81,445.02,3562.01
PC-2026-08-5010,PAY-2026-2425,staff-customer-success-10,2026-08,2026-08 1st half,2026-08-15,5695.83,1688.81,445.02,3562.00
PC-2026-08-5011,PAY-2026-2426,staff-customer-success-10,2026-08,2026-08 2nd half,2026-08-31,5695.84,1688.81,445.02,3562.01
PC-2026-09-5012,PAY-2026-2427,staff-customer-success-10,2026-09,2026-09 1st half,2026-09-15,5695.83,1688.81,445.02,3562.00
PC-2026-09-5013,PAY-2026-2428,staff-customer-success-10,2026-09,2026-09 2nd half,2026-09-30,5695.84,1688.81,445.02,3562.01
PC-2026-10-5014,PAY-2026-2429,staff-customer-success-10,2026-10,2026-10 1st half,2026-10-15,5695.83,1688.81,445.02,3562.00
PC-2026-10-5015,PAY-2026-2430,staff-customer-success-10,2026-10,2026-10 2nd half,2026-10-31,5695.84,1688.81,445.02,3562.01
PC-2026-11-5016,PAY-2026-2431,staff-customer-success-10,2026-11,2026-11 1st half,2026-11-15,5695.83,1688.81,445.02,3562.00
PC-2026-11-5017,PAY-2026-2432,staff-customer-success-10,2026-11,2026-11 2nd half,2026-11-30,5695.84,1688.81,445.02,3562.01
PC-2026-12-5018,PAY-2026-2433,staff-customer-success-10,2026-12,2026-12 1st half,2026-12-15,9113.33,2702.10,712.04,5699.19
PC-2026-12-5019,PAY-2026-2434,staff-customer-success-10,2026-12,2026-12 2nd half,2026-12-31,9113.34,2702.10,712.04,5699.20
PC-2026-08-5020,PAY-2026-2435,staff-customer-success-11,2026-08,2026-08 1st half,2026-08-15,2862.50,562.49,243.39,2056.62
PC-2026-08-5021,PAY-2026-2436,staff-customer-success-11,2026-08,2026-08 2nd half,2026-08-31,2862.50,562.49,243.39,2056.62
PC-2026-09-5022,PAY-2026-2437,staff-customer-success-11,2026-09,2026-09 1st half,2026-09-15,2862.50,562.49,243.39,2056.62
PC-2026-09-5023,PAY-2026-2438,staff-customer-success-11,2026-09,2026-09 2nd half,2026-09-30,2862.50,562.49,243.39,2056.62
PC-2026-10-5024,PAY-2026-2439,staff-customer-success-11,2026-10,2026-10 1st half,2026-10-15,2862.50,562.49,243.39,2056.62
PC-2026-10-5025,PAY-2026-2440,staff-customer-success-11,2026-10,2026-10 2nd half,2026-10-31,2862.50,562.49,243.39,2056.62
PC-2026-11-5026,PAY-2026-2441,staff-customer-success-11,2026-11,2026-11 1st half,2026-11-15,2862.50,562.49,243.39,2056.62
PC-2026-11-5027,PAY-2026-2442,staff-customer-success-11,2026-11,2026-11 2nd half,2026-11-30,2862.50,562.49,243.39,2056.62
PC-2026-12-5028,PAY-2026-2443,staff-customer-success-11,2026-12,2026-12 1st half,2026-12-15,4580.00,899.97,389.43,3290.60
PC-2026-12-5029,PAY-2026-2444,staff-customer-success-11,2026-12,2026-12 2nd half,2026-12-31,4580.00,899.97,389.43,3290.60
PC-2026-10-5030,PAY-2026-2445,staff-customer-success-12,2026-10,2026-10 1st half,2026-10-15,3945.83,775.35,296.46,2874.02
PC-2026-10-5031,PAY-2026-2446,staff-customer-success-12,2026-10,2026-10 2nd half,2026-10-31,3945.84,775.35,296.46,2874.03
PC-2026-11-5032,PAY-2026-2447,staff-customer-success-12,2026-11,2026-11 1st half,2026-11-15,3945.83,775.35,296.46,2874.02
PC-2026-11-5033,PAY-2026-2448,staff-customer-success-12,2026-11,2026-11 2nd half,2026-11-30,3945.84,775.35,296.46,2874.03
PC-2026-12-5034,PAY-2026-2449,staff-customer-success-12,2026-12,2026-12 1st half,2026-12-15,6313.33,1240.57,474.34,4598.42
PC-2026-12-5035,PAY-2026-2450,staff-customer-success-12,2026-12,2026-12 2nd half,2026-12-31,6313.34,1240.57,474.34,4598.43
PC-2025-05-5036,PAY-2025-1601,staff-customer-success-bf0,2025-05,2025-05 1st half,2025-05-15,3062.50,601.79,235.48,2225.23
PC-2025-05-5037,PAY-2025-1602,staff-customer-success-bf0,2025-05,2025-05 2nd half,2025-05-31,3062.50,601.79,235.48,2225.23
PC-2025-06-5038,PAY-2025-1603,staff-customer-success-bf0,2025-06,2025-06 1st half,2025-06-15,3062.50,601.79,235.48,2225.23
PC-2025-06-5039,PAY-2025-1604,staff-customer-success-bf0,2025-06,2025-06 2nd half,2025-06-30,3062.50,601.79,235.48,2225.23
PC-2025-07-5040,PAY-2025-1605,staff-customer-success-bf0,2025-07,2025-07 1st half,2025-07-15,3062.50,601.79,235.48,2225.23
PC-2025-07-5041,PAY-2025-1606,staff-customer-success-bf0,2025-07,2025-07 2nd half,2025-07-31,3062.50,601.79,235.48,2225.23
PC-2025-08-5042,PAY-2025-1607,staff-customer-success-bf0,2025-08,2025-08 1st half,2025-08-15,3062.50,601.79,235.48,2225.23
PC-2025-08-5043,PAY-2025-1608,staff-customer-success-bf0,2025-08,2025-08 2nd half,2025-08-31,3062.50,601.79,235.48,2225.23
PC-2025-09-5044,PAY-2025-1609,staff-customer-success-bf0,2025-09,2025-09 1st half,2025-09-15,3062.50,601.79,235.48,2225.23
PC-2025-09-5045,PAY-2025-1610,staff-customer-success-bf0,2025-09,2025-09 2nd half,2025-09-30,3062.50,601.79,235.48,2225.23
PC-2025-10-5046,PAY-2025-1611,staff-customer-success-bf0,2025-10,2025-10 1st half,2025-10-15,3062.50,601.79,235.48,2225.23
PC-2025-10-5047,PAY-2025-1612,staff-customer-success-bf0,2025-10,2025-10 2nd half,2025-10-31,3062.50,601.79,235.48,2225.23
PC-2025-11-5048,PAY-2025-1613,staff-customer-success-bf0,2025-11,2025-11 1st half,2025-11-15,3062.50,601.79,235.48,2225.23
PC-2025-11-5049,PAY-2025-1614,staff-customer-success-bf0,2025-11,2025-11 2nd half,2025-11-30,3062.50,601.79,235.48,2225.23
PC-2025-12-5050,PAY-2025-1615,staff-customer-success-bf0,2025-12,2025-12 1st half,2025-12-15,4900.00,962.85,376.77,3560.38
PC-2025-12-5051,PAY-2025-1616,staff-customer-success-bf0,2025-12,2025-12 2nd half,2025-12-31,4900.00,962.85,376.77,3560.38
PC-2026-01-5052,PAY-2026-2451,staff-customer-success-bf0,2026-01,2026-01 1st half,2026-01-15,3062.50,601.79,235.48,2225.23
PC-2026-01-5053,PAY-2026-2452,staff-customer-success-bf0,2026-01,2026-01 2nd half,2026-01-31,3062.50,601.79,235.48,2225.23
PC-2026-02-5054,PAY-2026-2453,staff-customer-success-bf0,2026-02,2026-02 1st half,2026-02-15,3062.50,601.79,235.48,2225.23
PC-2026-02-5055,PAY-2026-2454,staff-customer-success-bf0,2026-02,2026-02 2nd half,2026-02-28,3062.50,601.79,235.48,2225.23
PC-2026-03-5056,PAY-2026-2455,staff-customer-success-bf0,2026-03,2026-03 1st half,2026-03-15,3062.50,601.79,235.48,2225.23
PC-2026-03-5057,PAY-2026-2456,staff-customer-success-bf0,2026-03,2026-03 2nd half,2026-03-31,3062.50,601.79,235.48,2225.23
PC-2026-04-5058,PAY-2026-2457,staff-customer-success-bf0,2026-04,2026-04 1st half,2026-04-15,3062.50,601.79,235.48,2225.23
PC-2026-04-5059,PAY-2026-2458,staff-customer-success-bf0,2026-04,2026-04 2nd half,2026-04-30,3062.50,601.79,235.48,2225.23
PC-2026-05-5060,PAY-2026-2459,staff-customer-success-bf0,2026-05,2026-05 1st half,2026-05-15,3169.69,622.84,243.72,2303.13
PC-2026-05-5061,PAY-2026-2460,staff-customer-success-bf0,2026-05,2026-05 2nd half,2026-05-31,3169.69,622.84,243.72,2303.13
PC-2026-06-5062,PAY-2026-2461,staff-customer-success-bf0,2026-06,2026-06 1st half,2026-06-15,3169.69,622.84,243.72,2303.13
PC-2026-06-5063,PAY-2026-2462,staff-customer-success-bf0,2026-06,2026-06 2nd half,2026-06-30,3169.69,622.84,243.72,2303.13
PC-2026-07-5064,PAY-2026-2463,staff-customer-success-bf0,2026-07,2026-07 1st half,2026-07-15,3169.69,622.84,243.72,2303.13
PC-2026-07-5065,PAY-2026-2464,staff-customer-success-bf0,2026-07,2026-07 2nd half,2026-07-31,3169.69,622.84,243.72,2303.13
PC-2026-08-5066,PAY-2026-2465,staff-customer-success-bf0,2026-08,2026-08 1st half,2026-08-15,3169.69,622.84,243.72,2303.13
PC-2026-08-5067,PAY-2026-2466,staff-customer-success-bf0,2026-08,2026-08 2nd half,2026-08-31,3169.69,622.84,243.72,2303.13
PC-2026-09-5068,PAY-2026-2467,staff-customer-success-bf0,2026-09,2026-09 1st half,2026-09-15,3169.69,622.84,243.72,2303.13
PC-2026-09-5069,PAY-2026-2468,staff-customer-success-bf0,2026-09,2026-09 2nd half,2026-09-30,3169.69,622.84,243.72,2303.13
PC-2026-10-5070,PAY-2026-2469,staff-customer-success-bf0,2026-10,2026-10 1st half,2026-10-15,3169.69,622.84,243.72,2303.13
PC-2026-10-5071,PAY-2026-2470,staff-customer-success-bf0,2026-10,2026-10 2nd half,2026-10-31,3169.69,622.84,243.72,2303.13
PC-2026-11-5072,PAY-2026-2471,staff-customer-success-bf0,2026-11,2026-11 1st half,2026-11-15,3169.69,622.84,243.72,2303.13
PC-2026-11-5073,PAY-2026-2472,staff-customer-success-bf0,2026-11,2026-11 2nd half,2026-11-30,3169.69,622.84,243.72,2303.13
PC-2026-12-5074,PAY-2026-2473,staff-customer-success-bf0,2026-12,2026-12 1st half,2026-12-15,5071.50,996.55,389.96,3684.99
PC-2026-12-5075,PAY-2026-2474,staff-customer-success-bf0,2026-12,2026-12 2nd half,2026-12-31,5071.50,996.55,389.96,3684.99
PC-2025-09-5076,PAY-2025-1617,staff-customer-success-bf1,2025-09,2025-09 1st half,2025-09-15,4391.67,1302.13,373.64,2715.90
PC-2025-09-5077,PAY-2025-1618,staff-customer-success-bf1,2025-09,2025-09 2nd half,2025-09-30,4391.66,1302.13,373.64,2715.89
PC-2025-10-5078,PAY-2025-1619,staff-customer-success-bf1,2025-10,2025-10 1st half,2025-10-15,4391.67,1302.13,373.64,2715.90
PC-2025-10-5079,PAY-2025-1620,staff-customer-success-bf1,2025-10,2025-10 2nd half,2025-10-31,4391.66,1302.13,373.64,2715.89
PC-2025-11-5080,PAY-2025-1621,staff-customer-success-bf1,2025-11,2025-11 1st half,2025-11-15,4391.67,1302.13,373.64,2715.90
PC-2025-11-5081,PAY-2025-1622,staff-customer-success-bf1,2025-11,2025-11 2nd half,2025-11-30,4391.66,1302.13,373.64,2715.89
PC-2025-12-5082,PAY-2025-1623,staff-customer-success-bf1,2025-12,2025-12 1st half,2025-12-15,7026.67,2083.41,597.82,4345.44
PC-2025-12-5083,PAY-2025-1624,staff-customer-success-bf1,2025-12,2025-12 2nd half,2025-12-31,7026.66,2083.41,597.82,4345.43
PC-2026-01-5084,PAY-2026-2475,staff-customer-success-bf1,2026-01,2026-01 1st half,2026-01-15,4391.67,1302.13,373.64,2715.90
PC-2026-01-5085,PAY-2026-2476,staff-customer-success-bf1,2026-01,2026-01 2nd half,2026-01-31,4391.66,1302.13,373.64,2715.89
PC-2026-02-5086,PAY-2026-2477,staff-customer-success-bf1,2026-02,2026-02 1st half,2026-02-15,4391.67,1302.13,373.64,2715.90
PC-2026-02-5087,PAY-2026-2478,staff-customer-success-bf1,2026-02,2026-02 2nd half,2026-02-28,4391.66,1302.13,373.64,2715.89
PC-2026-03-5088,PAY-2026-2479,staff-customer-success-bf1,2026-03,2026-03 1st half,2026-03-15,4391.67,1302.13,373.64,2715.90
PC-2026-03-5089,PAY-2026-2480,staff-customer-success-bf1,2026-03,2026-03 2nd half,2026-03-31,4391.66,1302.13,373.64,2715.89
PC-2026-04-5090,PAY-2026-2481,staff-customer-success-bf1,2026-04,2026-04 1st half,2026-04-15,4391.67,1302.13,373.64,2715.90
PC-2026-04-5091,PAY-2026-2482,staff-customer-success-bf1,2026-04,2026-04 2nd half,2026-04-30,4391.66,1302.13,373.64,2715.89
PC-2026-05-5092,PAY-2026-2483,staff-customer-success-bf1,2026-05,2026-05 1st half,2026-05-15,4391.67,1302.13,373.64,2715.90
PC-2026-05-5093,PAY-2026-2484,staff-customer-success-bf1,2026-05,2026-05 2nd half,2026-05-31,4391.66,1302.13,373.64,2715.89
PC-2026-06-5094,PAY-2026-2485,staff-customer-success-bf1,2026-06,2026-06 1st half,2026-06-15,4391.67,1302.13,373.64,2715.90
PC-2026-06-5095,PAY-2026-2486,staff-customer-success-bf1,2026-06,2026-06 2nd half,2026-06-30,4391.66,1302.13,373.64,2715.89
PC-2026-07-5096,PAY-2026-2487,staff-customer-success-bf1,2026-07,2026-07 1st half,2026-07-15,4391.67,1302.13,373.64,2715.90
PC-2026-07-5097,PAY-2026-2488,staff-customer-success-bf1,2026-07,2026-07 2nd half,2026-07-31,4391.66,1302.13,373.64,2715.89
PC-2026-08-5098,PAY-2026-2489,staff-customer-success-bf1,2026-08,2026-08 1st half,2026-08-15,4391.67,1302.13,373.64,2715.90
PC-2026-08-5099,PAY-2026-2490,staff-customer-success-bf1,2026-08,2026-08 2nd half,2026-08-31,4391.66,1302.13,373.64,2715.89
PC-2026-09-5100,PAY-2026-2491,staff-customer-success-bf1,2026-09,2026-09 1st half,2026-09-15,4545.37,1347.70,386.71,2810.96
PC-2026-09-5101,PAY-2026-2492,staff-customer-success-bf1,2026-09,2026-09 2nd half,2026-09-30,4545.38,1347.70,386.71,2810.97
PC-2026-10-5102,PAY-2026-2493,staff-customer-success-bf1,2026-10,2026-10 1st half,2026-10-15,4545.37,1347.70,386.71,2810.96
PC-2026-10-5103,PAY-2026-2494,staff-customer-success-bf1,2026-10,2026-10 2nd half,2026-10-31,4545.38,1347.70,386.71,2810.97
PC-2026-11-5104,PAY-2026-2495,staff-customer-success-bf1,2026-11,2026-11 1st half,2026-11-15,4545.37,1347.70,386.71,2810.96
PC-2026-11-5105,PAY-2026-2496,staff-customer-success-bf1,2026-11,2026-11 2nd half,2026-11-30,4545.38,1347.70,386.71,2810.97
PC-2026-12-5106,PAY-2026-2497,staff-customer-success-bf1,2026-12,2026-12 1st half,2026-12-15,7272.60,2156.32,618.74,4497.54
PC-2026-12-5107,PAY-2026-2498,staff-customer-success-bf1,2026-12,2026-12 2nd half,2026-12-31,7272.60,2156.32,618.74,4497.54
PC-2024-01-5108,PAY-2024-0987,staff-finance-0,2024-01,2024-01 1st half,2024-01-15,9566.67,3027.85,755.98,5782.84
PC-2024-01-5109,PAY-2024-0988,staff-finance-0,2024-01,2024-01 2nd half,2024-01-31,9566.66,3027.85,755.97,5782.84
PC-2024-02-5110,PAY-2024-0989,staff-finance-0,2024-02,2024-02 1st half,2024-02-15,9566.67,3027.85,755.98,5782.84
PC-2024-02-5111,PAY-2024-0990,staff-finance-0,2024-02,2024-02 2nd half,2024-02-29,9566.66,3027.85,755.97,5782.84
PC-2024-03-5112,PAY-2024-0991,staff-finance-0,2024-03,2024-03 1st half,2024-03-15,9566.67,3027.85,755.98,5782.84
PC-2024-03-5113,PAY-2024-0992,staff-finance-0,2024-03,2024-03 2nd half,2024-03-31,9566.66,3027.85,755.97,5782.84
PC-2024-04-5114,PAY-2024-0993,staff-finance-0,2024-04,2024-04 1st half,2024-04-15,9566.67,3027.85,755.98,5782.84
PC-2024-04-5115,PAY-2024-0994,staff-finance-0,2024-04,2024-04 2nd half,2024-04-30,9566.66,3027.85,755.97,5782.84
PC-2024-05-5116,PAY-2024-0995,staff-finance-0,2024-05,2024-05 1st half,2024-05-15,9566.67,3027.85,755.98,5782.84
PC-2024-05-5117,PAY-2024-0996,staff-finance-0,2024-05,2024-05 2nd half,2024-05-31,9566.66,3027.85,755.97,5782.84
PC-2024-06-5118,PAY-2024-0997,staff-finance-0,2024-06,2024-06 1st half,2024-06-15,9566.67,3027.85,755.98,5782.84
PC-2024-06-5119,PAY-2024-0998,staff-finance-0,2024-06,2024-06 2nd half,2024-06-30,9566.66,3027.85,755.97,5782.84
PC-2024-07-5120,PAY-2024-0999,staff-finance-0,2024-07,2024-07 1st half,2024-07-15,9566.67,3027.85,755.98,5782.84
PC-2024-07-5121,PAY-2024-1000,staff-finance-0,2024-07,2024-07 2nd half,2024-07-31,9566.66,3027.85,755.97,5782.84
PC-2024-08-5122,PAY-2024-1001,staff-finance-0,2024-08,2024-08 1st half,2024-08-15,9566.67,3027.85,755.98,5782.84
PC-2024-08-5123,PAY-2024-1002,staff-finance-0,2024-08,2024-08 2nd half,2024-08-31,9566.66,3027.85,755.97,5782.84
PC-2024-09-5124,PAY-2024-1003,staff-finance-0,2024-09,2024-09 1st half,2024-09-15,9566.67,3027.85,755.98,5782.84
PC-2024-09-5125,PAY-2024-1004,staff-finance-0,2024-09,2024-09 2nd half,2024-09-30,9566.66,2804.65,755.97,6006.04
PC-2024-10-5126,PAY-2024-1005,staff-finance-0,2024-10,2024-10 1st half,2024-10-15,9566.67,2434.72,755.98,6375.97
PC-2024-10-5127,PAY-2024-1006,staff-finance-0,2024-10,2024-10 2nd half,2024-10-31,9566.66,2434.72,755.97,6375.97
PC-2024-11-5128,PAY-2024-1007,staff-finance-0,2024-11,2024-11 1st half,2024-11-15,9566.67,2434.72,755.98,6375.97
PC-2024-11-5129,PAY-2024-1008,staff-finance-0,2024-11,2024-11 2nd half,2024-11-30,9566.66,2434.72,755.97,6375.97
PC-2024-12-5130,PAY-2024-1009,staff-finance-0,2024-12,2024-12 1st half,2024-12-15,15306.67,3895.55,1209.56,10201.56
PC-2024-12-5131,PAY-2024-1010,staff-finance-0,2024-12,2024-12 2nd half,2024-12-31,15306.66,3895.55,1209.56,10201.55
PC-2025-01-5132,PAY-2025-1625,staff-finance-0,2025-01,2025-01 1st half,2025-01-15,9901.50,3133.82,782.43,5985.25
PC-2025-01-5133,PAY-2025-1626,staff-finance-0,2025-01,2025-01 2nd half,2025-01-31,9901.50,3133.82,782.43,5985.25
PC-2025-02-5134,PAY-2025-1627,staff-finance-0,2025-02,2025-02 1st half,2025-02-15,9901.50,3133.82,782.43,5985.25
PC-2025-02-5135,PAY-2025-1628,staff-finance-0,2025-02,2025-02 2nd half,2025-02-28,9901.50,3133.82,782.43,5985.25
PC-2025-03-5136,PAY-2025-1629,staff-finance-0,2025-03,2025-03 1st half,2025-03-15,9901.50,3133.82,782.43,5985.25
PC-2025-03-5137,PAY-2025-1630,staff-finance-0,2025-03,2025-03 2nd half,2025-03-31,9901.50,3133.82,782.43,5985.25
PC-2025-04-5138,PAY-2025-1631,staff-finance-0,2025-04,2025-04 1st half,2025-04-15,9901.50,3133.82,782.43,5985.25
PC-2025-04-5139,PAY-2025-1632,staff-finance-0,2025-04,2025-04 2nd half,2025-04-30,9901.50,3133.82,782.43,5985.25
PC-2025-05-5140,PAY-2025-1633,staff-finance-0,2025-05,2025-05 1st half,2025-05-15,9901.50,3133.82,782.43,5985.25
PC-2025-05-5141,PAY-2025-1634,staff-finance-0,2025-05,2025-05 2nd half,2025-05-31,9901.50,3133.82,782.43,5985.25
PC-2025-06-5142,PAY-2025-1635,staff-finance-0,2025-06,2025-06 1st half,2025-06-15,9901.50,3133.82,782.43,5985.25
PC-2025-06-5143,PAY-2025-1636,staff-finance-0,2025-06,2025-06 2nd half,2025-06-30,9901.50,3133.82,782.43,5985.25
PC-2025-07-5144,PAY-2025-1637,staff-finance-0,2025-07,2025-07 1st half,2025-07-15,9901.50,3133.82,782.43,5985.25
PC-2025-07-5145,PAY-2025-1638,staff-finance-0,2025-07,2025-07 2nd half,2025-07-31,9901.50,3133.82,782.43,5985.25
PC-2025-08-5146,PAY-2025-1639,staff-finance-0,2025-08,2025-08 1st half,2025-08-15,9901.50,3133.82,782.43,5985.25
PC-2025-08-5147,PAY-2025-1640,staff-finance-0,2025-08,2025-08 2nd half,2025-08-31,9901.50,3133.82,782.43,5985.25
PC-2025-09-5148,PAY-2025-1641,staff-finance-0,2025-09,2025-09 1st half,2025-09-15,9901.50,3133.82,782.43,5985.25
PC-2025-09-5149,PAY-2025-1642,staff-finance-0,2025-09,2025-09 2nd half,2025-09-30,9901.50,2536.95,782.43,6582.12
PC-2025-10-5150,PAY-2025-1643,staff-finance-0,2025-10,2025-10 1st half,2025-10-15,9901.50,2519.93,782.43,6599.14
PC-2025-10-5151,PAY-2025-1644,staff-finance-0,2025-10,2025-10 2nd half,2025-10-31,9901.50,2519.93,782.43,6599.14
PC-2025-11-5152,PAY-2025-1645,staff-finance-0,2025-11,2025-11 1st half,2025-11-15,9901.50,2519.93,782.43,6599.14
PC-2025-11-5153,PAY-2025-1646,staff-finance-0,2025-11,2025-11 2nd half,2025-11-30,9901.50,2519.93,782.43,6599.14
PC-2025-12-5154,PAY-2025-1647,staff-finance-0,2025-12,2025-12 1st half,2025-12-15,15842.40,4031.89,1251.89,10558.62
PC-2025-12-5155,PAY-2025-1648,staff-finance-0,2025-12,2025-12 2nd half,2025-12-31,15842.40,4031.89,1251.89,10558.62
PC-2026-01-5156,PAY-2026-2499,staff-finance-0,2026-01,2026-01 1st half,2026-01-15,10248.05,3243.51,809.82,6194.72
PC-2026-01-5157,PAY-2026-2500,staff-finance-0,2026-01,2026-01 2nd half,2026-01-31,10248.06,3243.51,809.82,6194.73
PC-2026-02-5158,PAY-2026-2501,staff-finance-0,2026-02,2026-02 1st half,2026-02-15,10248.05,3243.51,809.82,6194.72
PC-2026-02-5159,PAY-2026-2502,staff-finance-0,2026-02,2026-02 2nd half,2026-02-28,10248.06,3243.51,809.82,6194.73
PC-2026-03-5160,PAY-2026-2503,staff-finance-0,2026-03,2026-03 1st half,2026-03-15,10248.05,3243.51,809.82,6194.72
PC-2026-03-5161,PAY-2026-2504,staff-finance-0,2026-03,2026-03 2nd half,2026-03-31,10248.06,3243.51,809.82,6194.73
PC-2026-04-5162,PAY-2026-2505,staff-finance-0,2026-04,2026-04 1st half,2026-04-15,10248.05,3243.51,809.82,6194.72
PC-2026-04-5163,PAY-2026-2506,staff-finance-0,2026-04,2026-04 2nd half,2026-04-30,10248.06,3243.51,809.82,6194.73
PC-2026-05-5164,PAY-2026-2507,staff-finance-0,2026-05,2026-05 1st half,2026-05-15,10248.05,3243.51,809.82,6194.72
PC-2026-05-5165,PAY-2026-2508,staff-finance-0,2026-05,2026-05 2nd half,2026-05-31,10248.06,3243.51,809.82,6194.73
PC-2026-06-5166,PAY-2026-2509,staff-finance-0,2026-06,2026-06 1st half,2026-06-15,10248.05,3243.51,809.82,6194.72
PC-2026-06-5167,PAY-2026-2510,staff-finance-0,2026-06,2026-06 2nd half,2026-06-30,10248.06,3243.51,809.82,6194.73
PC-2026-07-5168,PAY-2026-2511,staff-finance-0,2026-07,2026-07 1st half,2026-07-15,10248.05,3243.51,809.82,6194.72
PC-2026-07-5169,PAY-2026-2512,staff-finance-0,2026-07,2026-07 2nd half,2026-07-31,10248.06,3243.51,809.82,6194.73
PC-2026-08-5170,PAY-2026-2513,staff-finance-0,2026-08,2026-08 1st half,2026-08-15,10248.05,3243.51,809.82,6194.72
PC-2026-08-5171,PAY-2026-2514,staff-finance-0,2026-08,2026-08 2nd half,2026-08-31,10248.06,3243.51,809.82,6194.73
PC-2026-09-5172,PAY-2026-2515,staff-finance-0,2026-09,2026-09 1st half,2026-09-15,10248.05,2895.26,809.82,6542.97
PC-2026-09-5173,PAY-2026-2516,staff-finance-0,2026-09,2026-09 2nd half,2026-09-30,10248.06,2608.13,809.82,6830.11
PC-2026-10-5174,PAY-2026-2517,staff-finance-0,2026-10,2026-10 1st half,2026-10-15,10248.05,2608.13,809.82,6830.10
PC-2026-10-5175,PAY-2026-2518,staff-finance-0,2026-10,2026-10 2nd half,2026-10-31,10248.06,2608.13,809.82,6830.11
PC-2026-11-5176,PAY-2026-2519,staff-finance-0,2026-11,2026-11 1st half,2026-11-15,10248.05,2608.13,809.82,6830.10
PC-2026-11-5177,PAY-2026-2520,staff-finance-0,2026-11,2026-11 2nd half,2026-11-30,10248.06,2608.13,809.82,6830.11
PC-2026-12-5178,PAY-2026-2521,staff-finance-0,2026-12,2026-12 1st half,2026-12-15,16396.88,4173.00,1295.71,10928.17
PC-2026-12-5179,PAY-2026-2522,staff-finance-0,2026-12,2026-12 2nd half,2026-12-31,16396.89,4173.00,1295.71,10928.18
PC-2024-01-5180,PAY-2024-1011,staff-finance-1,2024-01,2024-01 1st half,2024-01-15,3250.00,638.63,243.86,2367.51
PC-2024-01-5181,PAY-2024-1012,staff-finance-1,2024-01,2024-01 2nd half,2024-01-31,3250.00,638.63,243.86,2367.51
PC-2024-02-5182,PAY-2024-1013,staff-finance-1,2024-02,2024-02 1st half,2024-02-15,3250.00,638.63,243.86,2367.51
PC-2024-02-5183,PAY-2024-1014,staff-finance-1,2024-02,2024-02 2nd half,2024-02-29,3250.00,638.63,243.86,2367.51
PC-2024-03-5184,PAY-2024-1015,staff-finance-1,2024-03,2024-03 1st half,2024-03-15,3250.00,638.63,243.86,2367.51
PC-2024-03-5185,PAY-2024-1016,staff-finance-1,2024-03,2024-03 2nd half,2024-03-31,3250.00,638.63,243.86,2367.51
PC-2024-04-5186,PAY-2024-1017,staff-finance-1,2024-04,2024-04 1st half,2024-04-15,3250.00,638.63,243.86,2367.51
PC-2024-04-5187,PAY-2024-1018,staff-finance-1,2024-04,2024-04 2nd half,2024-04-30,3250.00,638.63,243.86,2367.51
PC-2024-05-5188,PAY-2024-1019,staff-finance-1,2024-05,2024-05 1st half,2024-05-15,3250.00,638.63,243.86,2367.51
PC-2024-05-5189,PAY-2024-1020,staff-finance-1,2024-05,2024-05 2nd half,2024-05-31,3250.00,638.63,243.86,2367.51
PC-2024-06-5190,PAY-2024-1021,staff-finance-1,2024-06,2024-06 1st half,2024-06-15,3250.00,638.63,243.86,2367.51
PC-2024-06-5191,PAY-2024-1022,staff-finance-1,2024-06,2024-06 2nd half,2024-06-30,3250.00,638.63,243.86,2367.51
PC-2024-07-5192,PAY-2024-1023,staff-finance-1,2024-07,2024-07 1st half,2024-07-15,3250.00,638.63,243.86,2367.51
PC-2024-07-5193,PAY-2024-1024,staff-finance-1,2024-07,2024-07 2nd half,2024-07-31,3250.00,638.63,243.86,2367.51
PC-2024-08-5194,PAY-2024-1025,staff-finance-1,2024-08,2024-08 1st half,2024-08-15,3250.00,638.63,243.86,2367.51
PC-2024-08-5195,PAY-2024-1026,staff-finance-1,2024-08,2024-08 2nd half,2024-08-31,3250.00,638.63,243.86,2367.51
PC-2024-09-5196,PAY-2024-1027,staff-finance-1,2024-09,2024-09 1st half,2024-09-15,3250.00,638.63,243.86,2367.51
PC-2024-09-5197,PAY-2024-1028,staff-finance-1,2024-09,2024-09 2nd half,2024-09-30,3250.00,638.63,243.86,2367.51
PC-2024-10-5198,PAY-2024-1029,staff-finance-1,2024-10,2024-10 1st half,2024-10-15,3250.00,638.63,243.86,2367.51
